ga_label,ga_weeks,ga_weeks_days,measure,sex,value,z_level
25,25,25+4,wt,male,0.79,0
25,25,25+4,wt,male,0.95,1
25,25,25+4,wt,male,1.16,2
25,25,25+4,wt,male,1.4,3
25,25,25+5,wt,male,0.45,-3
25,25,25+5,wt,male,0.54,-2
25,25,25+5,wt,male,0.66,-1
25,25,25+5,wt,male,0.8,0
25,25,25+5,wt,male,0.97,1
25,25,25+5,wt,male,1.18,2
25,25,25+5,wt,male,1.43,3
25,25,25+6,wt,male,0.46,-3
25,25,25+6,wt,male,0.55,-2
25,25,25+6,wt,male,0.67,-1
25,25,25+6,wt,male,0.82,0
25,25,25+6,wt,male,0.99,1
25,25,25+6,wt,male,1.2,2
25,25,25+6,wt,male,1.46,3
26,26,26+0,wt,male,0.47,-3
26,26,26+0,wt,male,0.56,-2
26,26,26+0,wt,male,0.69,-1
26,26,26+0,wt,male,0.83,0
26,26,26+0,wt,male,1.01,1
26,26,26+0,wt,male,1.22,2
26,26,26+0,wt,male,1.48,3
26,26,26+1,wt,male,0.47,-3
26,26,26+1,wt,male,0.58,-2
26,26,26+1,wt,male,0.7,-1
26,26,26+1,wt,male,0.85,0
26,26,26+1,wt,male,1.03,1
26,26,26+1,wt,male,1.25,2
26,26,26+1,wt,male,1.51,3
26,26,26+2,wt,male,0.48,-3
26,26,26+2,wt,male,0.59,-2
26,26,26+2,wt,male,0.71,-1
26,26,26+2,wt,male,0.86,0
26,26,26+2,wt,male,1.05,1
26,26,26+2,wt,male,1.27,2
26,26,26+2,wt,male,1.54,3
26,26,26+3,wt,male,0.49,-3
26,26,26+3,wt,male,0.6,-2
26,26,26+3,wt,male,0.72,-1
26,26,26+3,wt,male,0.88,0
26,26,26+3,wt,male,1.07,1
26,26,26+3,wt,male,1.29,2
26,26,26+3,wt,male,1.57,3
26,26,26+4,wt,male,0.5,-3
26,26,26+4,wt,male,0.61,-2
26,26,26+4,wt,male,0.74,-1
26,26,26+4,wt,male,0.89,0
26,26,26+4,wt,male,1.09,1
26,26,26+4,wt,male,1.32,2
26,26,26+4,wt,male,1.6,3
26,26,26+5,wt,male,0.51,-3
26,26,26+5,wt,male,0.62,-2
26,26,26+5,wt,male,0.75,-1
26,26,26+5,wt,male,0.91,0
26,26,26+5,wt,male,1.11,1
26,26,26+5,wt,male,1.34,2
26,26,26+5,wt,male,1.63,3
26,26,26+6,wt,male,0.52,-3
26,26,26+6,wt,male,0.63,-2
26,26,26+6,wt,male,0.77,-1
26,26,26+6,wt,male,0.93,0
26,26,26+6,wt,male,1.13,1
26,26,26+6,wt,male,1.37,2
26,26,26+6,wt,male,1.66,3
27,27,27+0,wt,male,0.53,-3
27,27,27+0,wt,male,0.64,-2
27,27,27+0,wt,male,0.78,-1
27,27,27+0,wt,male,0.95,0
27,27,27+0,wt,male,1.15,1
27,27,27+0,wt,male,1.39,2
27,27,27+0,wt,male,1.69,3
27,27,27+1,wt,male,0.54,-3
27,27,27+1,wt,male,0.65,-2
27,27,27+1,wt,male,0.79,-1
27,27,27+1,wt,male,0.96,0
27,27,27+1,wt,male,1.17,1
27,27,27+1,wt,male,1.42,2
27,27,27+1,wt,male,1.72,3
27,27,27+2,wt,male,0.55,-3
27,27,27+2,wt,male,0.67,-2
27,27,27+2,wt,male,0.81,-1
27,27,27+2,wt,male,0.98,0
27,27,27+2,wt,male,1.19,1
27,27,27+2,wt,male,1.44,2
27,27,27+2,wt,male,1.75,3
27,27,27+3,wt,male,0.56,-3
27,27,27+3,wt,male,0.68,-2
27,27,27+3,wt,male,0.82,-1
27,27,27+3,wt,male,1.0,0
27,27,27+3,wt,male,1.21,1
27,27,27+3,wt,male,1.47,2
27,27,27+3,wt,male,1.78,3
27,27,27+4,wt,male,0.57,-3
27,27,27+4,wt,male,0.69,-2
27,27,27+4,wt,male,0.84,-1
27,27,27+4,wt,male,1.02,0
27,27,27+4,wt,male,1.23,1
27,27,27+4,wt,male,1.5,2
27,27,27+4,wt,male,1.81,3
27,27,27+5,wt,male,0.58,-3
27,27,27+5,wt,male,0.7,-2
27,27,27+5,wt,male,0.85,-1
27,27,27+5,wt,male,1.03,0
27,27,27+5,wt,male,1.26,1
27,27,27+5,wt,male,1.52,2
27,27,27+5,wt,male,1.85,3
27,27,27+6,wt,male,0.59,-3
27,27,27+6,wt,male,0.72,-2
27,27,27+6,wt,male,0.87,-1
27,27,27+6,wt,male,1.05,0
27,27,27+6,wt,male,1.28,1
27,27,27+6,wt,male,1.55,2
27,27,27+6,wt,male,1.88,3
28,28,28+0,wt,male,0.6,-3
28,28,28+0,wt,male,0.73,-2
28,28,28+0,wt,male,0.88,-1
28,28,28+0,wt,male,1.07,0
28,28,28+0,wt,male,1.3,1
28,28,28+0,wt,male,1.58,2
28,28,28+0,wt,male,1.92,3
28,28,28+1,wt,male,0.61,-3
28,28,28+1,wt,male,0.74,-2
28,28,28+1,wt,male,0.9,-1
28,28,28+1,wt,male,1.09,0
28,28,28+1,wt,male,1.32,1
28,28,28+1,wt,male,1.61,2
28,28,28+1,wt,male,1.95,3
28,28,28+2,wt,male,0.62,-3
28,28,28+2,wt,male,0.76,-2
28,28,28+2,wt,male,0.92,-1
28,28,28+2,wt,male,1.11,0
28,28,28+2,wt,male,1.35,1
28,28,28+2,wt,male,1.64,2
28,28,28+2,wt,male,1.98,3
28,28,28+3,wt,male,0.63,-3
28,28,28+3,wt,male,0.77,-2
28,28,28+3,wt,male,0.93,-1
28,28,28+3,wt,male,1.13,0
28,28,28+3,wt,male,1.37,1
28,28,28+3,wt,male,1.67,2
28,28,28+3,wt,male,2.02,3
28,28,28+4,wt,male,0.65,-3
28,28,28+4,wt,male,0.78,-2
28,28,28+4,wt,male,0.95,-1
28,28,28+4,wt,male,1.15,0
28,28,28+4,wt,male,1.4,1
28,28,28+4,wt,male,1.7,2
28,28,28+4,wt,male,2.06,3
28,28,28+5,wt,male,0.66,-3
28,28,28+5,wt,male,0.8,-2
28,28,28+5,wt,male,0.97,-1
28,28,28+5,wt,male,1.17,0
28,28,28+5,wt,male,1.42,1
28,28,28+5,wt,male,1.73,2
28,28,28+5,wt,male,2.09,3
28,28,28+6,wt,male,0.67,-3
28,28,28+6,wt,male,0.81,-2
28,28,28+6,wt,male,0.98,-1
28,28,28+6,wt,male,1.19,0
28,28,28+6,wt,male,1.45,1
28,28,28+6,wt,male,1.76,2
28,28,28+6,wt,male,2.13,3
29,29,29+0,wt,male,0.68,-3
29,29,29+0,wt,male,0.83,-2
29,29,29+0,wt,male,1.0,-1
29,29,29+0,wt,male,1.21,0
29,29,29+0,wt,male,1.47,1
29,29,29+0,wt,male,1.79,2
29,29,29+0,wt,male,2.17,3
29,29,29+1,wt,male,0.69,-3
29,29,29+1,wt,male,0.84,-2
29,29,29+1,wt,male,1.02,-1
29,29,29+1,wt,male,1.24,0
29,29,29+1,wt,male,1.5,1
29,29,29+1,wt,male,1.82,2
29,29,29+1,wt,male,2.21,3
29,29,29+2,wt,male,0.7,-3
29,29,29+2,wt,male,0.85,-2
29,29,29+2,wt,male,1.04,-1
29,29,29+2,wt,male,1.26,0
29,29,29+2,wt,male,1.53,1
29,29,29+2,wt,male,1.85,2
29,29,29+2,wt,male,2.25,3
29,29,29+3,wt,male,0.72,-3
29,29,29+3,wt,male,0.87,-2
29,29,29+3,wt,male,1.06,-1
29,29,29+3,wt,male,1.28,0
29,29,29+3,wt,male,1.55,1
29,29,29+3,wt,male,1.88,2
29,29,29+3,wt,male,2.29,3
29,29,29+4,wt,male,0.73,-3
29,29,29+4,wt,male,0.89,-2
29,29,29+4,wt,male,1.07,-1
29,29,29+4,wt,male,1.3,0
29,29,29+4,wt,male,1.58,1
29,29,29+4,wt,male,1.92,2
29,29,29+4,wt,male,2.33,3
29,29,29+5,wt,male,0.74,-3
29,29,29+5,wt,male,0.9,-2
29,29,29+5,wt,male,1.09,-1
29,29,29+5,wt,male,1.33,0
29,29,29+5,wt,male,1.61,1
29,29,29+5,wt,male,1.95,2
29,29,29+5,wt,male,2.37,3
29,29,29+6,wt,male,0.76,-3
29,29,29+6,wt,male,0.92,-2
29,29,29+6,wt,male,1.11,-1
29,29,29+6,wt,male,1.35,0
29,29,29+6,wt,male,1.64,1
29,29,29+6,wt,male,1.98,2
29,29,29+6,wt,male,2.41,3
30,30,30+0,wt,male,0.77,-3
30,30,30+0,wt,male,0.93,-2
30,30,30+0,wt,male,1.13,-1
30,30,30+0,wt,male,1.37,0
30,30,30+0,wt,male,1.66,1
30,30,30+0,wt,male,2.02,2
30,30,30+0,wt,male,2.45,3
30,30,30+1,wt,male,0.78,-3
30,30,30+1,wt,male,0.95,-2
30,30,30+1,wt,male,1.15,-1
30,30,30+1,wt,male,1.4,0
30,30,30+1,wt,male,1.69,1
30,30,30+1,wt,male,2.05,2
30,30,30+1,wt,male,2.49,3
30,30,30+2,wt,male,0.8,-3
30,30,30+2,wt,male,0.97,-2
30,30,30+2,wt,male,1.17,-1
30,30,30+2,wt,male,1.42,0
30,30,30+2,wt,male,1.72,1
30,30,30+2,wt,male,2.09,2
30,30,30+2,wt,male,2.54,3
30,30,30+3,wt,male,0.81,-3
30,30,30+3,wt,male,0.98,-2
30,30,30+3,wt,male,1.19,-1
30,30,30+3,wt,male,1.45,0
30,30,30+3,wt,male,1.75,1
30,30,30+3,wt,male,2.13,2
30,30,30+3,wt,male,2.58,3
30,30,30+4,wt,male,0.82,-3
30,30,30+4,wt,male,1.0,-2
30,30,30+4,wt,male,1.21,-1
30,30,30+4,wt,male,1.47,0
30,30,30+4,wt,male,1.78,1
30,30,30+4,wt,male,2.16,2
30,30,30+4,wt,male,2.62,3
30,30,30+5,wt,male,0.84,-3
30,30,30+5,wt,male,1.02,-2
30,30,30+5,wt,male,1.23,-1
30,30,30+5,wt,male,1.5,0
30,30,30+5,wt,male,1.81,1
30,30,30+5,wt,male,2.2,2
30,30,30+5,wt,male,2.67,3
30,30,30+6,wt,male,0.85,-3
30,30,30+6,wt,male,1.03,-2
30,30,30+6,wt,male,1.25,-1
30,30,30+6,wt,male,1.52,0
30,30,30+6,wt,male,1.85,1
30,30,30+6,wt,male,2.24,2
30,30,30+6,wt,male,2.72,3
31,31,31+0,wt,male,0.87,-3
31,31,31+0,wt,male,1.05,-2
31,31,31+0,wt,male,1.28,-1
31,31,31+0,wt,male,1.55,0
31,31,31+0,wt,male,1.88,1
31,31,31+0,wt,male,2.28,2
31,31,31+0,wt,male,2.76,3
31,31,31+1,wt,male,0.88,-3
31,31,31+1,wt,male,1.07,-2
31,31,31+1,wt,male,1.3,-1
31,31,31+1,wt,male,1.57,0
31,31,31+1,wt,male,1.91,1
31,31,31+1,wt,male,2.32,2
31,31,31+1,wt,male,2.81,3
31,31,31+2,wt,male,0.9,-3
31,31,31+2,wt,male,1.09,-2
31,31,31+2,wt,male,1.32,-1
31,31,31+2,wt,male,1.6,0
31,31,31+2,wt,male,1.94,1
31,31,31+2,wt,male,2.36,2
31,31,31+2,wt,male,2.86,3
31,31,31+3,wt,male,0.91,-3
31,31,31+3,wt,male,1.11,-2
31,31,31+3,wt,male,1.34,-1
31,31,31+3,wt,male,1.63,0
31,31,31+3,wt,male,1.97,1
31,31,31+3,wt,male,2.4,2
31,31,31+3,wt,male,2.91,3
31,31,31+4,wt,male,0.93,-3
31,31,31+4,wt,male,1.13,-2
31,31,31+4,wt,male,1.36,-1
31,31,31+4,wt,male,1.66,0
31,31,31+4,wt,male,2.01,1
31,31,31+4,wt,male,2.44,2
31,31,31+4,wt,male,2.96,3
31,31,31+5,wt,male,0.94,-3
31,31,31+5,wt,male,1.14,-2
31,31,31+5,wt,male,1.39,-1
31,31,31+5,wt,male,1.68,0
31,31,31+5,wt,male,2.04,1
31,31,31+5,wt,male,2.48,2
31,31,31+5,wt,male,3.01,3
31,31,31+6,wt,male,0.96,-3
31,31,31+6,wt,male,1.16,-2
31,31,31+6,wt,male,1.41,-1
31,31,31+6,wt,male,1.71,0
31,31,31+6,wt,male,2.08,1
31,31,31+6,wt,male,2.52,2
31,31,31+6,wt,male,3.06,3
32,32,32+0,wt,male,0.98,-3
32,32,32+0,wt,male,1.18,-2
32,32,32+0,wt,male,1.44,-1
32,32,32+0,wt,male,1.74,0
32,32,32+0,wt,male,2.11,1
32,32,32+0,wt,male,2.56,2
32,32,32+0,wt,male,3.11,3
32,32,32+1,wt,male,0.99,-3
32,32,32+1,wt,male,1.2,-2
32,32,32+1,wt,male,1.46,-1
32,32,32+1,wt,male,1.77,0
32,32,32+1,wt,male,2.15,1
32,32,32+1,wt,male,2.61,2
32,32,32+1,wt,male,3.16,3
32,32,32+2,wt,male,1.01,-3
32,32,32+2,wt,male,1.22,-2
32,32,32+2,wt,male,1.48,-1
32,32,32+2,wt,male,1.8,0
32,32,32+2,wt,male,2.18,1
32,32,32+2,wt,male,2.65,2
32,32,32+2,wt,male,3.21,3
32,32,32+3,wt,male,1.03,-3
32,32,32+3,wt,male,1.24,-2
32,32,32+3,wt,male,1.51,-1
32,32,32+3,wt,male,1.83,0
32,32,32+3,wt,male,2.22,1
32,32,32+3,wt,male,2.69,2
32,32,32+3,wt,male,3.27,3
32,32,32+4,wt,male,1.04,-3
32,32,32+4,wt,male,1.26,-2
32,32,32+4,wt,male,1.53,-1
32,32,32+4,wt,male,1.86,0
32,32,32+4,wt,male,2.26,1
32,32,32+4,wt,male,2.74,2
32,32,32+4,wt,male,3.32,3
32,32,32+5,wt,male,1.06,-3
32,32,32+5,wt,male,1.29,-2
32,32,32+5,wt,male,1.56,-1
32,32,32+5,wt,male,1.89,0
32,32,32+5,wt,male,2.3,1
32,32,32+5,wt,male,2.79,2
32,32,32+5,wt,male,3.38,3
32,32,32+6,wt,male,1.08,-3
32,32,32+6,wt,male,1.31,-2
32,32,32+6,wt,male,1.59,-1
32,32,32+6,wt,male,1.92,0
32,32,32+6,wt,male,2.33,1
32,32,32+6,wt,male,2.83,2
32,32,32+6,wt,male,3.43,3
24,24,24+0,wt,female,0.34,-3
24,24,24+0,wt,female,0.41,-2
24,24,24+0,wt,female,0.5,-1
24,24,24+0,wt,female,0.6,0
24,24,24+0,wt,female,0.73,1
24,24,24+0,wt,female,0.89,2
24,24,24+0,wt,female,1.07,3
24,24,24+2,wt,female,0.35,-3
24,24,24+2,wt,female,0.43,-2
24,24,24+2,wt,female,0.52,-1
24,24,24+2,wt,female,0.63,0
24,24,24+2,wt,female,0.76,1
24,24,24+2,wt,female,0.92,2
24,24,24+2,wt,female,1.12,3
24,24,24+4,wt,female,0.36,-3
24,24,24+4,wt,female,0.44,-2
24,24,24+4,wt,female,0.54,-1
24,24,24+4,wt,female,0.65,0
24,24,24+4,wt,female,0.79,1
24,24,24+4,wt,female,0.96,2
24,24,24+4,wt,female,1.16,3
24,24,24+6,wt,female,0.38,-3
24,24,24+6,wt,female,0.46,-2
24,24,24+6,wt,female,0.56,-1
24,24,24+6,wt,female,0.68,0
24,24,24+6,wt,female,0.82,1
24,24,24+6,wt,female,0.99,2
24,24,24+6,wt,female,1.21,3
25,25,25+1,wt,female,0.39,-3
25,25,25+1,wt,female,0.48,-2
25,25,25+1,wt,female,0.58,-1
25,25,25+1,wt,female,0.7,0
25,25,25+1,wt,female,0.85,1
25,25,25+1,wt,female,1.03,2
25,25,25+1,wt,female,1.25,3
25,25,25+3,wt,female,0.41,-3
25,25,25+3,wt,female,0.49,-2
25,25,25+3,wt,female,0.6,-1
25,25,25+3,wt,female,0.73,0
25,25,25+3,wt,female,0.88,1
25,25,25+3,wt,female,1.07,2
25,25,25+3,wt,female,1.3,3
25,25,25+5,wt,female,0.42,-3
25,25,25+5,wt,female,0.51,-2
25,25,25+5,wt,female,0.62,-1
25,25,25+5,wt,female,0.76,0
25,25,25+5,wt,female,0.92,1
25,25,25+5,wt,female,1.11,2
25,25,25+5,wt,female,1.35,3
26,26,26+0,wt,female,0.44,-3
26,26,26+0,wt,female,0.53,-2
26,26,26+0,wt,female,0.65,-1
26,26,26+0,wt,female,0.78,0
26,26,26+0,wt,female,0.95,1
26,26,26+0,wt,female,1.16,2
26,26,26+0,wt,female,1.4,3
26,26,26+2,wt,female,0.46,-3
26,26,26+2,wt,female,0.55,-2
26,26,26+2,wt,female,0.67,-1
26,26,26+2,wt,female,0.81,0
26,26,26+2,wt,female,0.99,1
26,26,26+2,wt,female,1.2,2
26,26,26+2,wt,female,1.45,3
26,26,26+4,wt,female,0.47,-3
26,26,26+4,wt,female,0.57,-2
26,26,26+4,wt,female,0.7,-1
26,26,26+4,wt,female,0.85,0
26,26,26+4,wt,female,1.03,1
26,26,26+4,wt,female,1.24,2
26,26,26+4,wt,female,1.51,3
26,26,26+6,wt,female,0.49,-3
26,26,26+6,wt,female,0.6,-2
26,26,26+6,wt,female,0.72,-1
26,26,26+6,wt,female,0.88,0
26,26,26+6,wt,female,1.06,1
26,26,26+6,wt,female,1.29,2
26,26,26+6,wt,female,1.57,3
27,27,27+1,wt,female,0.51,-3
27,27,27+1,wt,female,0.62,-2
27,27,27+1,wt,female,0.75,-1
27,27,27+1,wt,female,0.91,0
27,27,27+1,wt,female,1.1,1
27,27,27+1,wt,female,1.34,2
27,27,27+1,wt,female,1.62,3
27,27,27+3,wt,female,0.53,-3
27,27,27+3,wt,female,0.64,-2
27,27,27+3,wt,female,0.78,-1
27,27,27+3,wt,female,0.94,0
27,27,27+3,wt,female,1.14,1
27,27,27+3,wt,female,1.39,2
27,27,27+3,wt,female,1.68,3
27,27,27+5,wt,female,0.55,-3
27,27,27+5,wt,female,0.66,-2
27,27,27+5,wt,female,0.81,-1
27,27,27+5,wt,female,0.98,0
27,27,27+5,wt,female,1.19,1
27,27,27+5,wt,female,1.44,2
27,27,27+5,wt,female,1.74,3
28,28,28+0,wt,female,0.57,-3
28,28,28+0,wt,female,0.69,-2
28,28,28+0,wt,female,0.84,-1
28,28,28+0,wt,female,1.01,0
28,28,28+0,wt,female,1.23,1
28,28,28+0,wt,female,1.49,2
28,28,28+0,wt,female,1.81,3
28,28,28+2,wt,female,0.59,-3
28,28,28+2,wt,female,0.71,-2
28,28,28+2,wt,female,0.87,-1
28,28,28+2,wt,female,1.05,0
28,28,28+2,wt,female,1.27,1
28,28,28+2,wt,female,1.55,2
28,28,28+2,wt,female,1.87,3
28,28,28+4,wt,female,0.61,-3
28,28,28+4,wt,female,0.74,-2
28,28,28+4,wt,female,0.9,-1
28,28,28+4,wt,female,1.09,0
28,28,28+4,wt,female,1.32,1
28,28,28+4,wt,female,1.6,2
28,28,28+4,wt,female,1.94,3
28,28,28+6,wt,female,0.63,-3
28,28,28+6,wt,female,0.77,-2
28,28,28+6,wt,female,0.93,-1
28,28,28+6,wt,female,1.13,0
28,28,28+6,wt,female,1.37,1
28,28,28+6,wt,female,1.66,2
28,28,28+6,wt,female,2.01,3
29,29,29+1,wt,female,0.65,-3
29,29,29+1,wt,female,0.79,-2
29,29,29+1,wt,female,0.96,-1
29,29,29+1,wt,female,1.17,0
29,29,29+1,wt,female,1.42,1
29,29,29+1,wt,female,1.72,2
29,29,29+1,wt,female,2.08,3
29,29,29+3,wt,female,0.68,-3
29,29,29+3,wt,female,0.82,-2
29,29,29+3,wt,female,1.0,-1
29,29,29+3,wt,female,1.21,0
29,29,29+3,wt,female,1.47,1
29,29,29+3,wt,female,1.78,2
29,29,29+3,wt,female,2.16,3
29,29,29+5,wt,female,0.7,-3
29,29,29+5,wt,female,0.85,-2
29,29,29+5,wt,female,1.03,-1
29,29,29+5,wt,female,1.25,0
29,29,29+5,wt,female,1.52,1
29,29,29+5,wt,female,1.84,2
29,29,29+5,wt,female,2.23,3
30,30,30+0,wt,female,0.73,-3
30,30,30+0,wt,female,0.88,-2
30,30,30+0,wt,female,1.07,-1
30,30,30+0,wt,female,1.3,0
30,30,30+0,wt,female,1.57,1
30,30,30+0,wt,female,1.91,2
30,30,30+0,wt,female,2.31,3
30,30,30+2,wt,female,0.75,-3
30,30,30+2,wt,female,0.91,-2
30,30,30+2,wt,female,1.11,-1
30,30,30+2,wt,female,1.34,0
30,30,30+2,wt,female,1.63,1
30,30,30+2,wt,female,1.97,2
30,30,30+2,wt,female,2.39,3
30,30,30+4,wt,female,0.78,-3
30,30,30+4,wt,female,0.94,-2
30,30,30+4,wt,female,1.14,-1
30,30,30+4,wt,female,1.39,0
30,30,30+4,wt,female,1.68,1
30,30,30+4,wt,female,2.04,2
30,30,30+4,wt,female,2.48,3
30,30,30+6,wt,female,0.8,-3
30,30,30+6,wt,female,0.98,-2
30,30,30+6,wt,female,1.18,-1
30,30,30+6,wt,female,1.44,0
30,30,30+6,wt,female,1.74,1
30,30,30+6,wt,female,2.11,2
30,30,30+6,wt,female,2.56,3
31,31,31+1,wt,female,0.83,-3
31,31,31+1,wt,female,1.01,-2
31,31,31+1,wt,female,1.23,-1
31,31,31+1,wt,female,1.49,0
31,31,31+1,wt,female,1.8,1
31,31,31+1,wt,female,2.19,2
31,31,31+1,wt,female,2.65,3
31,31,31+3,wt,female,0.86,-3
31,31,31+3,wt,female,1.04,-2
31,31,31+3,wt,female,1.27,-1
31,31,31+3,wt,female,1.54,0
31,31,31+3,wt,female,1.87,1
31,31,31+3,wt,female,2.26,2
31,31,31+3,wt,female,2.74,3
31,31,31+5,wt,female,0.89,-3
31,31,31+5,wt,female,1.08,-2
31,31,31+5,wt,female,1.31,-1
31,31,31+5,wt,female,1.59,0
31,31,31+5,wt,female,1.93,1
31,31,31+5,wt,female,2.34,2
31,31,31+5,wt,female,2.84,3
32,32,32+0,wt,female,0.92,-3
32,32,32+0,wt,female,1.12,-2
32,32,32+0,wt,female,1.36,-1
32,32,32+0,wt,female,1.64,0
32,32,32+0,wt,female,1.99,1
32,32,32+0,wt,female,2.42,2
32,32,32+0,wt,female,2.94,3
32,32,32+2,wt,female,0.95,-3
32,32,32+2,wt,female,1.16,-2
32,32,32+2,wt,female,1.4,-1
32,32,32+2,wt,female,1.7,0
32,32,32+2,wt,female,2.06,1
32,32,32+2,wt,female,2.5,2
32,32,32+2,wt,female,3.04,3
32,32,32+4,wt,female,0.98,-3
32,32,32+4,wt,female,1.19,-2
32,32,32+4,wt,female,1.45,-1
32,32,32+4,wt,female,1.76,0
32,32,32+4,wt,female,2.13,1
32,32,32+4,wt,female,2.59,2
32,32,32+4,wt,female,3.14,3
32,32,32+6,wt,female,1.02,-3
32,32,32+6,wt,female,1.23,-2
32,32,32+6,wt,female,1.5,-1
32,32,32+6,wt,female,1.82,0
32,32,32+6,wt,female,2.2,1
32,32,32+6,wt,female,2.67,2
32,32,32+6,wt,female,3.24,3
